NRO	ANIO	TIPO	ORIGEN	CARATULA	MESA	DAE	AUTOR	COM1	COM2	COM3	COM4	COM5
1088	2024	PD	S	"MENDOZA: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERES LA OBRA MUSICAL DE FOLCLORE CON ARREGLOS SINFONICOS: ""CANTATA A CAMILA O'GORMAN"", A REALIZARSE EN EL CABILDO DE LA CDAD. DE BS.AS., EL 15 DE JULIO DE 2024."	28/06/2024	54/2024	MENDOZA, SANDRA MARIELA	DE EDUCACIÓN Y CULTURA				
1085	2024	PD	S	DURE: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLACITO POR EL ANIVERSARIO DEL NATALICIO DE LOHANA BERKINS, EL 15 DE JUNIO DE 2024.	27/06/2024	54/2024		BANCA DE LA MUJER	BANCA DE LA MUJER			
1084	2024	PC	S	DURE: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE EL ESTADO DE SITUACIÓN DE LAS POLÍTICAS PÚBLICAS DESTINADAS A LA LUCHA EN CONTRA DE LA TRATA Y EXPLOTACIÓN DE PERSONAS.	27/06/2024	54/2024		DE DERECHOS Y GARANTÍAS				
1081	2024	PL	S	FAMA Y OTROS: PROYECTO DE LEY QUE MODIFICA EL ARTICULO 18° DE SU SIMILAR 24.449 - LEY DE TRANSITO -, RESPECTO A LA MODIFICACION DE DATOS EN LICENCIA DE CONDUCTOR.	27/06/2024	54/2024	FAMA, FLAVIO SERGIO	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
1078	2024	PL	S	AVILA: PROYECTO DE LEY QUE MODIFICA EL ART. 8° DE SU SIMILAR 24.240- DEFENSA AL CONSUMIDOR-, RESPECTO A LOS AVISOS PUBLICITARIOS REALIZADOS POR CUALQUIER MEDIO DE COMUNICACIÓN.	27/06/2024	54/2024	AVILA, BEATRIZ LUISA	DE DERECHOS Y GARANTÍAS				
1077	2024	PL	S	AVILA: PROYECTO DE LEY SOBRE PLAN NACIONAL DE CONECTIVIDAD DEL SISTEMA EDUCATIVO.	27/06/2024	54/2024	AVILA, BEATRIZ LUISA	DE EDUCACIÓN Y CULTURA	DE SISTEMAS, MEDIOS DE COMUNICACIÓN Y LIBERTAD DE EXPRESIÓN	DE PRESUPUESTO Y HACIENDA		
1075	2024	PD	S	"AVILA: PROYECTO DE DECLARACION QUE ADHIERE AL ""DIA INTERNACIONAL DE LA LUCHA CONTRA EL USO INDEBIDO Y EL TRAFICO ILICITO DE DROGAS"" EL 26 DE JUNIO DE 2024."	27/06/2024	53/2024	AVILA, BEATRIZ LUISA	DE SEGURIDAD INTERIOR Y NARCOTRÁFICO				
1074	2024	PD	S	"AVILA: PROYECTO DE DECLARACION QUE DECLARA DE INTERES EL ""37° CONGRESO ARGENTINO DE ORL Y ACTIVIDADES CONEXAS"", A DESARROLLARSE EN CABA DEL 15 AL 17 DE AGOSTO DE 2024."	27/06/2024	53/2024	AVILA, BEATRIZ LUISA	DE SALUD				
1072	2024	PD	S	"AVILA: PROYECTO DE DECLARACION QUE ADHIERE AL ""DIA DE LAS MICROEMPRESAS Y LAS PEQUEÑAS Y MEDIANAS EMPRESAS"" EL 27 DE JUNIO DE 2024."	27/06/2024	53/2024	AVILA, BEATRIZ LUISA	DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA				
1071	2024	PD	S	LEAVY: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLACITO POR LA CONMEMORACION DEL DIA NACIONAL DEL MEDICO RURAL, EL 4 DE JULIO DE 2024.	27/06/2024	53/2024		DE SALUD				
1068	2024	PL	S	CRISTINA: PROYECTO DE LEY QUE DECLARA EL 29 DE JUNIO DE CADA AÑO COMO DIA NACIONAL DE LA CONCIENTIZACION Y DIFUSION SOBRE LA ESCLERODERMIA.	27/06/2024	53/2024	CRISTINA, ANDREA MARCELA	DE SALUD	DE SALUD			
1065	2024	PD	S	GARCIA LARRABURU: PROYECTO DE DECLARACIÓN QUE REPUDIA LA REPRESIÓN Y LAS 35 DETENCIONES EFECTUADAS EN LA MANIFESTACIÓN DEL 12 DE JUNIO DE 2024.	27/06/2024	53/2024		DE SEGURIDAD INTERIOR Y NARCOTRÁFICO				
1063	2024	PL	S	ABAD: PROYECTO DE LEY DE CIUDADANÍA Y NATURALIZACIÓN.	26/06/2024	53/2024	ABAD, MAXIMILIANO	DE ASUNTOS CONSTITUCIONALES	DE JUSTICIA Y ASUNTOS PENALES			
1062	2024	PD	S	"ABAD: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR LA NOMINACION OBTENIDA POR EL PUEBLO DE SALDUNGARAY, PROV. DE BS. AS., PARA COMPETIR EN LA INICIATIVA ""BEST TOURISM VILLAGES"" (MEJORES PUEBLOS TURISTICOS)."	26/06/2024	53/2024	ABAD, MAXIMILIANO	DE TURISMO				
1061	2024	PD	S	"VALENZUELA: PROYECTO DE DECLARACION QUE DECLARA DE INTERES A LA FUNDACION ""RED POR LA INFANCIA"", POR SU COMPROMISO Y LABOR EN EL ABORDAJE INTEGRAL SOBRE LAS VIOLENCIAS QUE SUFREN NIÑAS, NIÑOS, ADOLESCENTES Y MUJERES."	26/06/2024	53/2024	VALENZUELA, MERCEDES GABRIELA	BANCA DE LA MUJER				
1060	2024	PD	S	VALENZUELA: PROYECTO DE DECLARACION QUE DECLARA DE INTERES LAS JORNADAS DE TRABAJO VINCULADAS A PREVENIR Y RESPONDER LA VIOLENCIA CONTRA NIÑAS, NIÑOS Y ADOLESCENTES, DEL INSPIRE WORKING GROUP, EN CABA DEL 26 AL 28 DE JUNIO DE 2024.	26/06/2024	53/2024	VALENZUELA, MERCEDES GABRIELA	DE POBLACIÓN Y DESARROLLO  HUMANO				
1058	2024	PD	S	BLANCO: PROYECTO DE DECLARACIÓN QUE RECONOCE A LA UNION CIVICA RADICAL AL CUMPLIRSE EL 133° ANIVERSARIO DE SU CREACION, EL 26 DE JUNIO DE 2024	26/06/2024	53/2024		DE EDUCACIÓN Y CULTURA				
1056	2024	PD	S	"CRISTINA: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR LA CELEBRACION DEL ""DIA DE LA PROVINCIA DEL CHUBUT"", EL 28 DE JUNIO DE 2024."	25/06/2024	53/2024	CRISTINA, ANDREA MARCELA	DE ASUNTOS ADMINISTRATIVOS Y MUNICIPALES				
1055	2024	PD	S	DURE: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR EL 30° ANIVERSARIO DE LA CREACION DE LA CONVENCION INTERAMERICANA PARA PREVENIR, SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LA MUJER, CONVENCION BELEM DO PARÁ, EL 9 DE JUNIO DE CADA AÑO.	25/06/2024	52/2024		BANCA DE LA MUJER	BANCA DE LA MUJER			
1053	2024	PL	S	BLANCO: PROYECTO DE LEY QUE RECONOCE A LA PROVINCIA DE TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR LA CALIDAD DE AERODEPENDIENTE.	25/06/2024	52/2024		DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
1052	2024	PL	S	"RODAS: PROYECTO DE LEY QUE MODIFICA EL CÓDIGO PENAL, SOBRE TIPIFICACION PENAL DE LAS CONDUCTAS CONOCIDAS COMO ""COMPRA"" Y ""VENTA"" DE NIÑOS Y NIÑAS Y DE LAS CONCERNIENTES A LA INTERMEDIACION EN TALES HECHOS."	25/06/2024	52/2024		DE JUSTICIA Y ASUNTOS PENALES	DE JUSTICIA Y ASUNTOS PENALES			
1048	2024	PR	S	RECALDE Y OTROS: PROYECTO DE RESOLUCION QUE ADECUA EN FAVOR DE LA COMISION DE CIENCIA Y TECNOLOGIA, PASAJES Y TASAS DE AEROPUERTO, PARA LA DELEGACION ARGENTINA EN LAS 65º OLIMPIADA INTERNACIONAL DE MATEMATICA, EN LA CDAD. DE BATH, REINO UNIDO, ENTRE EL 11 Y 22 DE JULIO DE 2024.	24/06/2024	52/2024	RECALDE, MARIANO	DE CIENCIA Y TECNOLOGÍA	DE PRESUPUESTO Y HACIENDA			
1046	2024	PD	S	"LEWANDOWSKI: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO AL CELEBRARSE EL 28° ANIVERSARIO DEL NACIMIENTO DE LA AGRUPACIÓN MUSICAL ""CANTO LIBRE"" DE LA PROV. DE SANTA FE, EL 10 DE JUNIO DE 2024."	24/06/2024	52/2024	LEWANDOWSKI, MARCELO NÉSTOR	DE EDUCACIÓN Y CULTURA				
1045	2024	PD	S	ABDALA: PROYECTO DE DECLARACIÓN QUE EXPRESA PREOCUPACIÓN Y REPUDIO POR LA DECISIÓN DEL GOB. DE LA PROV. DE SAN LUIS, DE REALIZAR LA SUBASTA O VENTA DEL EMBLEMÁTICO EDIFICIO DONDE SE EMPLAZA LA CASA DE SAN LUIS EN CABA	19/06/2024	52/2024	ABDALA, BARTOLOMÉ ESTEBAN	DE EDUCACIÓN Y CULTURA				
1040	2024	PD	S	"ZIMMERMANN: PROYECTO DE DECLARACIÓN QUE ADHIERE A LA CONMEMORACION DEL ""DIA DE LAS MICROEMPRESAS Y LAS PEQUEÑAS Y MEDIANAS EMPRESAS"", EL 27 DE JUNIO DE 2024."	19/06/2024	52/2024		DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA				
1039	2024	PD	S	"ZIMMERMANN: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLACITO POR LOS 133 AÑOS DE LA CREACION DE LA ""UNION CIVICA RADICAL"", EL 26 DE JUNIO DE 2024."	19/06/2024	52/2024		DE EDUCACIÓN Y CULTURA				
1034	2024	PL	S	LEAVY: PROYECTO DE LEY SOBRE REGIMEN LEGAL PARA INFLUENCIADORES O INFLUENCERS EN SERVICIOS PUBLICITARIOS DIGITALES EN REDES SOCIALES EN TODAS SUS MODALIDADES.	19/06/2024	51/2024		DE LEGISLACIÓN GENERAL	DE SISTEMAS, MEDIOS DE COMUNICACIÓN Y LIBERTAD DE EXPRESIÓN	DE JUSTICIA Y ASUNTOS PENALES		
1033	2024	PL	S	ABDALA: PROYECTO DE LEY QUE DECLARA MONUMENTO HISTORICO NACIONAL AL EDIFICIO SEDE DE LA CASA DE SAN LUIS, EN LA CALLE AZCUENAGA 1083/87 DE CABA. EN LOS TERMINOS DE LA LEY 12.665.	18/06/2024	51/2024	ABDALA, BARTOLOMÉ ESTEBAN	DE EDUCACIÓN Y CULTURA				
1030	2024	PD	S	"CRISTINA: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO POR LA CONMEMORACIÓN DEL ""DIA DE LA BANDERA DE LA PROV. DEL CHUBUT"", A CELEBRARSE EL 15 DE JUNIO DE 2024."	14/06/2024	51/2024	CRISTINA, ANDREA MARCELA	DE EDUCACIÓN Y CULTURA				
1029	2024	PL	S	HUALA Y AVILA: PROYECTO DE LEY QUE MODIFICA EL CÓDIGO PENAL DE LA NACIÓN SOBRE DELITOS POR SINIESTROS VIALES, INCREMENTO DE SU ESCALA PUNITIVA, AGRAVANTES Y EXCEPCIÓN DE SUSPENSIÓN DEL PROCESO A PRUEBA.	14/06/2024	51/2024	HUALA, MARÍA VICTORIA - AVILA, BEATRIZ LUISA - VALENZUELA, MERCEDES GABRIELA - FAMA, FLAVIO SERGIO - KRONEBERGER, DANIEL RICARDO - BEDIA, VILMA FACUNDA - ARRASCAETA, IVANNA MARCELA - JUEZ, LUIS ALFREDO - ROJAS DECUT, SONIA ELIZABETH	DE JUSTICIA Y ASUNTOS PENALES				
1027	2024	PD	S	AVILA: PROYECTO DE DECLARACION QUE ADHIERE AL DIA MUNDIAL DE TOMA DE CONCIENCIA DEL ABUSO Y MALTRATO EN LA VEJEZ, EL 15 DE JUNIO DE 2024.	13/06/2024	51/2024	AVILA, BEATRIZ LUISA	DE POBLACIÓN Y DESARROLLO  HUMANO				
1026	2024	PD	S	AVILA: PROYECTO DE DECLARACION QUE ADHIERE AL DIA INTERNACIONAL DE SENSIBILIZACION SOBRE EL ALBINISMO, EL 13 DE JUNIO DE 2024.	13/06/2024	51/2024	AVILA, BEATRIZ LUISA	DE SALUD				
1025	2024	PD	S	AVILA: PROYECTO DE DECLARACION QUE ADHIERE AL DIA MUNDIAL CONTRA EL TRABAJO INFANTIL, EL 12 DE JUNIO DE 2024.	13/06/2024	51/2024	AVILA, BEATRIZ LUISA	DE POBLACIÓN Y DESARROLLO  HUMANO				
1024	2024	PD	S	AVILA: PROYECTO DE DECLARACION QUE ADHIERE AL DIA MUNDIAL DEL DONANTE DE SANGRE, EL 14 DE JUNIO DE 2024.	13/06/2024	51/2024	AVILA, BEATRIZ LUISA	DE SALUD				
1023	2024	PD	S	"GIMENEZ NAVARRO: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERÉS EL LIBRO DE LITERATURA INFANTIL ""JOAQUÍN Y EL ESPEJO MAGICO"", ESCRITO POR BRENDA AGUSTINA GUZMAN."	13/06/2024	51/2024	GIMÉNEZ NAVARRO, MARÍA CELESTE	DE EDUCACIÓN Y CULTURA	DE EDUCACIÓN Y CULTURA			
1022	2024	PC	S	GARCIA LARRABURU Y CORPACCI: PROYECTO DE COMUNICACIÓN QUE SOLICITA DIVERSOS INFORMES RELACIONADOS AL MANTENIMIENTO Y SEGURIDAD VIAL DE LAS RUTAS QUE ATRAVIESAN LA PROV. DE RIO NEGRO.	13/06/2024	51/2024	CORPACCI, LUCÍA BENIGNA	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
1021	2024	PL	S	TAGLIAFERRI: PROYECTO DE LEY QUE CREA EL REGIMEN DE PRACTICAS EDUCATIVAS OBLIGATORIAS Y GRATUITAS PARA ESTUDIANTES DEL ULTIMO AÑO DE ESTABLECIMIENTOS EDUCATIVOS DEL NIVEL DE EDUCACION SECUNDARIA DEL SISTEMA EDUCATIVO NACIONAL DE GESTION ESTATAL, PRIVADA Y SOCIAL.	13/06/2024	51/2024		DE EDUCACIÓN Y CULTURA	DE TRABAJO Y PREVISIÓN SOCIAL			
1020	2024	PD	S	"GARCIA LARRABURU Y CORPACCI: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR LA DONACION DE INSTRUMENTOS MUSICALES EFECTUADA POR EL MAESTRO JUAN KEEN DE LA ASOCIACION AMADEUS, ARTE SOLIDARIO Y COMUNITARIO, DE LA PROV. DEL NEUQUEN, A LA ESCUELA N° 266 ""DOMINGO FAUSTINO SARMIENTO"", DE SAN CARLOS"	13/06/2024	51/2024	CORPACCI, LUCÍA BENIGNA	DE EDUCACIÓN Y CULTURA				
1016	2024	PC	S	MOISES: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSOS PUNTOS RELACIONADOS AL CIERRE DE LA SUBSECRETARÍA DE PROTECCIÓN CONTRA LA VIOLENCIA DE GENERO, DEPENDIENTE DE LA SECRETARIA DE JUSTICIA DEL MINISTERIO DE JUSTICIA DE LA NACIÓN.	11/06/2024	51/2024	MOISES, MARÍA CAROLINA	BANCA DE LA MUJER	BANCA DE LA MUJER			
1015	2024	PD	S	KIRCHNER Y OTROS: PROYECTO DE DECLARACION QUE EXPRESA PREOCUPACION POR POSIBLES MODIFICACIONES A LA BARRERA ZOOFITOSANITARIA PATAGONICA.	11/06/2024	50/2024	KIRCHNER, ALICIA MARGARITA ANTONIA	DE AGRICULTURA, GANADERÍA Y PESCA				
1013	2024	PD	S	GOERLING LARA: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO Y RECONOCIMIENTO A LA ATLETA MISIONERA MARIELA DELGADO, QUE SE DESEMPEÑA EN LA DISCIPLINA PARACICLISMO, POR HABER OBTENIDO ESTE AÑO TRES MEDALLAS EN LA PRUEBA DE PELOTÓN DE RUTA EN LAS COPAS DEL MUNDO, REALIZADAS EN AUSTRALIA, BÉLG	11/06/2024	50/2024	GOERLING LARA, ENRIQUE MARTÍN	DE DEPORTE				
1011	2024	PD	S	OLALLA Y OTROS: PROYECTO DE DECLARACION QUE DECLARA DE INTERES EL PROYECTO IMPULSADO POR LA UNIVERSIDAD NACIONAL DEL NORDESTE (UNNE) PARA PROMOVER EL AVANCE DE LA BIOTECNOLOGIA.	11/06/2024	50/2024	VALENZUELA, MERCEDES GABRIELA	DE CIENCIA Y TECNOLOGÍA				
1008	2024	PD	S	"ZIMMERMANN: PROYECTO DE DECLARACION QUE ADHIERE A LA CONMEMORACION DEL ""DIA MUNDIAL DEL DONANTE DE SANGRE"" EL 14 DE JUNIO DE 2024."	10/06/2024	50/2024		DE SALUD				
1006	2024	PD	S	"ZIMMERMANN: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR LOS 106 AÑOS DE LA ""REFORMA UNIVERSITARIA"" A CONMEMORARSE EL 15 DE JUNIO DE 2024."	10/06/2024	50/2024		DE EDUCACIÓN Y CULTURA				
1005	2024	PD	S	"ZIMMERMANN: PROYECTO DE DECLARACION QUE ADHIERE A LA CONMEMORACION DEL ""DIA MUNDIAL CONTRA EL TRABAJO INFANTIL"" EL 12 DE JUNIO."	10/06/2024	50/2024		DE POBLACIÓN Y DESARROLLO  HUMANO				
1003	2024	PD	S	CRISTINA: PROYECTO DE DECLARACIÓN QUE EXPRESA PREOCUPACION Y RECHAZA LA MEDIDA DEL SENASA, RESPECTO DE PERMITIR EL INGRESO DE HACIENDA DE PIE Y/O CARNE CON HUESO DESDE LA ZONA LIBRE DE FIEBRE AFTOSA QUE PRACTICA LA VACUNACIÓN A LA ZONA LIBRE DE FIEBRE AFTOSA SIN VACUNACIÓN.	10/06/2024	50/2024	CRISTINA, ANDREA MARCELA	DE AGRICULTURA, GANADERÍA Y PESCA				
1001	2024	PC	S	BENSUSAN: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSAS CUESTIONES RELACIONADAS A LA MERCADERIA ACOPIADA Y PROXIMA A VENCER, DESTINADA A COMEDORES Y MERENDEROS.	10/06/2024	50/2024	BENSUSÁN, DANIEL PABLO	DE POBLACIÓN Y DESARROLLO  HUMANO				
1000	2024	PD	S	"OLALLA: PROYECTO DE DECLARACION QUE ADHIERE A LA CELEBRACIÓN DEL ""DIA DEL PERIODISTA"", EL 7 DE JUNIO DE CADA AÑO."	07/06/2024	50/2024		DE SISTEMAS, MEDIOS DE COMUNICACIÓN Y LIBERTAD DE EXPRESIÓN				
999	2024	PD	S	TAGLIAFERRI: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO POR EL 35° ANIVERSARIO DE LA CREACIÓN DE LA FUNDACIÓN HUÉSPED.	06/06/2024	50/2024		DE CIENCIA Y TECNOLOGÍA				
996	2024	PC	S	ALVAREZ RIVERO: PROYECTO DE COMUNICACIÓN QUE SOLICITA LA CONSTRUCCIÓN DE LA AUTOVÍA 158 QUE UNIRÁ A LAS CIUDADES DE SAN FRANCISCO Y RIO CUARTO EN LA PROV. DE CÓRDOBA Y OTRAS CUESTIONES CONEXAS.	06/06/2024	50/2024	ALVAREZ RIVERO, CARMEN	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
994	2024	PR	S	MAYANS Y OTROS: PROYECTO DE RESOLUCION QUE CITA PARA SU INTERPELACIÓN A LA MINISTRA DE CAPITAL HUMANO DE LA NACIÓN, SANDRA PETTOVELLO EN LOS TÉRMINOS DEL ART. 71 DE LA C.N. Y ARTICULO 214 DEL REGLAMENTO DEL H. SENADO.	05/06/2024	49/2024	MAYANS, JOSÉ MIGUEL ÁNGEL	DE ASUNTOS CONSTITUCIONALES	DE POBLACIÓN Y DESARROLLO  HUMANO	DE TRABAJO Y PREVISIÓN SOCIAL		
993	2024	PD	S	LEAVY: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR LA ENTREGA DEL TITULO DE DOCTOR HONORIS CAUSA, DE LA UNIVERSIDAD NACIONAL DE SALTA (UNSA) AL PAPA FRANCISCO.	05/06/2024	49/2024		DE EDUCACIÓN Y CULTURA				
991	2024	PD	S	PILATTI VERGARA Y OTROS: PROYECTO DE DECLARACION QUE EXPRESA PESAR POR EL FALLECIMIENTO DE NORA MORALES DE CORTIÑAS, MADRE DE PLAZA DE MAYO, EL 30 DE MAYO DE 2024.	05/06/2024	49/2024	LÓPEZ, CÁNDIDA CRISTINA	DE EDUCACIÓN Y CULTURA				
990	2024	PD	S	"VISCHI: PROYECTO DE DECLARACION QUE DECLARA DE INTERES LA REALIZACION DEL III CONGRESO INTERNACIONAL DE ZOONOSIS ""DR. OMAR BOTINELLI"", EL V CONGRESO INTERNACIONAL DE ENFERMEDADES TRANSMITIBLES Y EL III CONGRESO IBEROAMERICANO DE EQUINOCOCOSIS, EN LA CDAD. DE CORRIENTES DEL 13 AL 15 DE NOVIEMBRE DE 2"	05/06/2024	49/2024	VISCHI, EDUARDO ALEJANDRO	DE SALUD				
988	2024	PD	S	"DURE: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO AL ""DIA QUE MADRYN SE QUEDO SIN PAN"", A CONMEMORARSE EL 19 DE JUNIO DE CADA AÑO."	05/06/2024	49/2024		DE EDUCACIÓN Y CULTURA				
987	2024	PD	S	MONTENEGRO: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR EL 30° ANIVERSARIO DE LA REFORMA CONSTITUCIONAL ARGENTINA DE 1994.	05/06/2024	49/2024		DE EDUCACIÓN Y CULTURA				
986	2024	PL	S	SUAREZ Y JURI: PROYECTO DE LEY SOBRE VOCACION HEREDITARIA DEL CONVIVIENTE.	05/06/2024	49/2024	SUÁREZ, RODOLFO ALEJANDRO - JURI, MARIANA	DE LEGISLACIÓN GENERAL				
984	2024	PL	S	BENSUSAN: PROYECTO DE LEY DE FINANCIAMIENTO DE LA EDUCACIÓN UNIVERSITARIA.	05/06/2024	49/2024	BENSUSÁN, DANIEL PABLO	DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
978	2024	PL	S	GALARETTO Y OTROS: PROYECTO DE LEY QUE CREA EN EL AMBITO DEL CONGRESO DE LA NACION LA COMISION ESPECIAL BICAMERAL DE SEGUIMIENTO Y CONTROL DEL PROCESO LICITATORIO DE LA HIDROVIA PARANA - PARAGUAY.	05/06/2024	49/2024	GALARETTO, EDUARDO HORACIO	DE ASUNTOS CONSTITUCIONALES	DE PRESUPUESTO Y HACIENDA			
977	2024	PD	S	"FERNANDEZ SAGASTI: PROYECTO DE DECLARACION QUE DECLARA DE INTERES EL LIBRO ""JORGE MARZIALI: OBRA COMPLETA"", EDITADO POR LA ACADEMIA NACIONAL DE FOLKLORE."	05/06/2024	49/2024	FERNÁNDEZ SAGASTI, ANABEL	DE EDUCACIÓN Y CULTURA				
975	2024	PL	S	DI TULLIO Y OTROS: REPRODUCE PROYECTO DE LEY QUE CREA LA UNIVERSIDAD NACIONAL DE PEHUAJO, DE LA PROV. DE BS. AS. (REF. S. 1981/22)	04/06/2024	48/2024	DI TULLIO, JULIANA	DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
974	2024	PC	S	GIMENEZ: PROYECTO DE COMUNICACION QUE SOLICITA LA ABSTENCION DE SANCIONAR EL PROYECTO DE DECRETO QUE DESREGULA EL SISTEMA DE PRESTACIONES BASICAS DE ATENCION INTEGRAL A FAVOR DE PERSONAS CON DISCAPACIDAD, QUE IMPULSA LA AGENCIA NACIONAL DE DISCAPACIDAD.	04/06/2024	48/2024		DE POBLACIÓN Y DESARROLLO  HUMANO				
973	2024	PD	S	GIMENEZ: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR EL DISPOSITIVO ARGENTINO QUE PURIFICA EL AIRE A PARTIR DE MICROALGAS NATIVAS, PRODUCIDO CONJUNTAMENTE POR EL INBIOTEC-CONICET, Y LA EMPRESA Y-TEC, CREADA POR YPF Y CONICET.	04/06/2024	48/2024		DE CIENCIA Y TECNOLOGÍA				
972	2024	PD	S	"GIMENEZ: PROYECTO DE DECLARACION QUE ADHIERE AL 9° ANIVERSARIO DE LA MOVILIZACION ""NI UNA MENOS"", EL 3 DE JUNIO DE 2024."	04/06/2024	48/2024		BANCA DE LA MUJER	BANCA DE LA MUJER			
