NRO	ANIO	TIPO	ORIGEN	CARATULA	MESA	DAE	AUTOR	COM1	COM2	COM3	COM4	COM5
600	2024	PC	S	VISCHI: PROYECTO DE COMUNICACIÓN QUE SOLICITA OTORGAR UN MARCO NORMATIVO Y RECURSOS A LA CONETEC, Y OTRAS CUESTIONES CONEXAS.	17/04/2024	30/2024	VISCHI, EDUARDO ALEJANDRO	DE SALUD				
599	2024	PL	S	MENDOZA: PROYECTO DE LEY QUE MODIFICA SU SIMILAR 23.592 (ACTOS DISCRIMINATORIOS) RESPECTO DE DESALENTAR PRACTICAS DISCRIMINATORIAS.	17/04/2024	30/2024	MENDOZA, SANDRA MARIELA	DE DERECHOS Y GARANTÍAS	DE POBLACIÓN Y DESARROLLO  HUMANO			
598	2024	PL	S	SILVA: PROYECTO DE LEY QUE DECLARA LA EMERGENCIA SANITARIA NACIONAL HASTA EL 31 DE DICIEMBRE DE 2024.	17/04/2024	30/2024		DE SALUD	DE PRESUPUESTO Y HACIENDA			
597	2024	PD	S	"SILVA: PROYECTO DE DECLARACION QUE DECLARA DE INTERÉS EL CONGRESO INTERNACIONAL DE HONGOS SILVESTRES (IWEEM 11) ""RESCATAR LA BIODIVERSIDAD Y LA MULTICULTURALIDAD PARA EL DESARROLLO LOCAL"", A REALIZARSE EN LA CDAD. DE ESQUEL, PROV. DEL CHUBUT, DEL 22 AL 26 DE ABRIL DE 2024"	17/04/2024	30/2024		DE CIENCIA Y TECNOLOGÍA				
595	2024	PD	S	"AVILA: PROYECTO DE DECLARACION QUE DECLARA DE INTERES EL ""4° SIMPOSIO LA LUZ EN EL MUSEO Y EL CUIDADO DEL PATRIMONIO"", A REALIZARSE EN LA CDAD. DE SAN MIGUEL DE TUCUMAN, DEL 28 AL 30 DE AGOSTO DE 2024."	16/04/2024	30/2024	AVILA, BEATRIZ LUISA	DE EDUCACIÓN Y CULTURA				
594	2024	PL	S	AVILA: PROYECTO DE LEY DE CLASES VIRTUALES SEGURAS.	16/04/2024	30/2024	AVILA, BEATRIZ LUISA	DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
593	2024	PL	S	AVILA: PROYECTO DE LEY QUE CREA EL PROGRAMA NACIONAL DE PREVENCION Y CONTROL DE PERSONAS CON ASMA.	16/04/2024	30/2024	AVILA, BEATRIZ LUISA	DE SALUD	DE TRABAJO Y PREVISIÓN SOCIAL	DE PRESUPUESTO Y HACIENDA		
592	2024	PL	S	AVILA: PROYECTO DE LEY QUE CREA EL PROGRAMA NACIONAL DE TRATAMIENTO INTEGRAL E INTERDISCIPLINARIO DE LAS PERSONAS CON TRASTORNO POR DEFICIT DE ATENCION E HIPERACTIVIDAD (TDAH).	16/04/2024	30/2024	AVILA, BEATRIZ LUISA	DE SALUD	DE TRABAJO Y PREVISIÓN SOCIAL	DE EDUCACIÓN Y CULTURA		
591	2024	PD	S	"HUALA: PROYECTO DE DECLARACION QUE ADHIERE AL ""DIA MUNDIAL DEL EMPRENDIMIENTO"", A CELEBRARSE EL 16 DE ABRIL DE CADA AÑO."	16/04/2024	30/2024	HUALA, MARÍA VICTORIA	DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA				
585	2024	PD	S	ABDALA: PROYECTO DE DECLARACIÓN QUE EXPRESA PREOCUPACIÓN Y REPUDIO POR LAS EXPRESIONES DEL EXPRESIDENTE ALBERTO FERNÁNDEZ CONTRA EL PRESIDENTE JAVIER MILEI EN EL MARCO DEL ACTO REALIZADO EN LA CIUDAD DE USHUAIA EN LA PROV. DE TIERRA DEL FUEGO.	12/04/2024	29/2024	ABDALA, BARTOLOMÉ ESTEBAN	DE ASUNTOS CONSTITUCIONALES				
584	2024	PD	S	ZIMMERMANN: PROYECTO DE DECLARACIÓN QUE ADHIERE AL DÍA DE LAS AMÉRICAS, EL 14 DE ABRIL DE CADA AÑO.	12/04/2024	29/2024		DE EDUCACIÓN Y CULTURA				
582	2024	PL	S	ZIMMERMANN: PROYECTO DE LEY QUE INCORPORA LA VACUNA CONTRA EL VIRUS DEL DENGUE AL CALENDARIO NACIONAL DE VACUNACIÓN.	12/04/2024	29/2024		DE SALUD	DE PRESUPUESTO Y HACIENDA			
581	2024	PL	S	ZIMMERMANN: PROYECTO DE LEY DE CAMPAÑA DE PREVENCION CONTRA EL DENGUE, ZIKA Y FIEBRE CHICKUNGUNYA.	12/04/2024	29/2024		DE SALUD	DE PRESUPUESTO Y HACIENDA			
580	2024	PC	S	ZIMMERMANN: PROYECTO DE COMUNICACIÓN QUE SOLICITA SE GARANTICE EL ABASTECIMIENTO Y LA PROVISION DE REPELENTES PARA INSECTOS EN TODO EL TERRITORIO NACIONAL, Y LA PRODUCCION DEL PRODUCTO DEET, A TRAVES DE LOS LABORATORIOS PUBLICOS PRODUCTORES DE MEDICAMENTOS.	12/04/2024	29/2024		DE SALUD				
579	2024	PC	S	ZIMMERMANN: PROYECTO DE COMUNICACIÓN QUE SOLICITA SE GARANTICE LA CONTINUIDAD DE LOS TRATAMIENTOS ONCOLÓGICOS, DE ENFERMEDADES CRÓNICAS DISCAPACITANTES Y DE PATOLOGÍAS AGUDAS URGENTES, CUYA PROVISION DE MEDICAMENTOS DEPENDE DEL MINISTERIO DE CAPITAL HUMANO.	12/04/2024	29/2024		DE SALUD				
578	2024	PC	S	ZIMMERMANN: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE LA SITUACION DE LOS PROYECTOS CAREM Y RA-10 DE LA COMISION NACIONAL DE ENERGIA ATOMICA - CNEA-.	12/04/2024	29/2024		DE CIENCIA Y TECNOLOGÍA				
576	2024	PD	S	"HUALA: PROYECTO DE DECLARACION QUE EXPRESA BENEPLÁCITO AL EQUIPO ""SPACEBEE TECHNOLOGIES"" POR CONSAGRARSE GANADORES EN LA CATEGORIA ""MEJOR USO DE LA TECNOLOGIA"", DEL CERTAMEN ""NASA INTERNATIONAL SPACE APPS CHALLENGE 2023."	12/04/2024	29/2024	HUALA, MARÍA VICTORIA	DE CIENCIA Y TECNOLOGÍA				
569	2024	PL	S	MENDOZA:  REPRODUCE PROYECTO DE LEY QUE INCORPORA A LA ACTIVIDAD DERIVADA DEL EJERCICIO PROFESIONAL DE LA PODOLOGIA ENTRE LAS ACTIVIDADES DE COLABORACION DE LA MEDICINA Y ODONTOLOGIA CONTEMPLADAS EN EL ART. 42 DE LA LEY 17.132 - EJERCICIO DE LA MEDICINA, ODONTOLOGIA Y ACTIVIDADES DE COLABORACION-. (	11/04/2024	29/2024	MENDOZA, SANDRA MARIELA	DE SALUD	DE TRABAJO Y PREVISIÓN SOCIAL			
567	2024	PL	S	MENDOZA: PROYECTO DE LEY QUE MODIFICA SU SIMILAR 22.431 (PROTECCION INTEGRAL DE LOS DISCAPACITADOS) ESTABLECIENDO LA COMPATIBILIDAD DE LA PENSION NO CONTRIBUTIVA POR DISCAPACIDAD CON LA RETRIBUCION ECONOMICA POR TRABAJO EN RELACION DE DEPENDENCIA O POR CUENTA PROPIA.	11/04/2024	28/2024	MENDOZA, SANDRA MARIELA	DE POBLACIÓN Y DESARROLLO  HUMANO	DE TRABAJO Y PREVISIÓN SOCIAL			
566	2024	PL	S	MENDOZA: PROYECTO DE LEY QUE GARANTIZA EL CUPO FEMENINO Y DE IDENTIDADES FEMINIZADAS DE AUTORAS Y COMPOSITORAS MUSICALES EN LAS ACTIVIDADES DE MUSICALIZACION DE PRODUCCIONES ARTISTICAS AUDIOVISUALES NACIONALES.	11/04/2024	28/2024	MENDOZA, SANDRA MARIELA	DE EDUCACIÓN Y CULTURA	BANCA DE LA MUJER			
565	2024	PR	S	TERENZI: REPRODUCE EL PROYECTO DE RESOLUCION QUE SOLICITA LA CONFORMACIÓN DE LA COMISIÓN NACIONAL PARA LA PATAGONIA (CONADEPA). (REF. S.1489/22)	11/04/2024	28/2024	TERENZI, EDITH ELIZABETH	DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA				
560	2024	PD	S	"MONTENEGRO: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR LA 30° EDICION DEL FESTIVAL ""GUITARRAS DEL MUNDO""."	11/04/2024	28/2024		DE EDUCACIÓN Y CULTURA				
559	2024	PD	S	"MONTENEGRO: PROYECTO DE DECLARACION QUE EXPRESA PREOCUPACION POR LA SITUACION DE EMERGENCIA ECONOMICA EN LA QUE SE ENCUENTRAN LAS ASOCIACIONES CIVILES DE ""CLUBES DE BARRIO""."	11/04/2024	28/2024		DE DEPORTE				
557	2024	PL	S	CREXELL: REPRODUCE PROYECTO DE LEY QUE REGULA EL EJERCICIO DE LA METEOROLOGIA Y LA DIFUSION DE LA INFORMACION METEOROLOGICA (REF. S. 80/22).	11/04/2024	28/2024		DE LEGISLACIÓN GENERAL				
556	2024	PC	S	GARCIA LARRABURU Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE LA SITUACION PRESUPUESTARIA DE LA COMISION NACIONAL DE ENERGIA ATOMICA (CNEA).	11/04/2024	28/2024	MOISES, MARÍA CAROLINA	DE CIENCIA Y TECNOLOGÍA				
555	2024	PC	S	TERENZI Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA LA DESIGNACION DE LOS MIEMBROS DEL CONSEJO FEDERAL PESQUERO, EN CUMPLIMIENTO DEL ART. 8 DE LA LEY 24.922.	11/04/2024	28/2024	TERENZI, EDITH ELIZABETH	DE AGRICULTURA, GANADERÍA Y PESCA				
552	2024	PL	S	"AVILA: PROYECTO DE LEY QUE INSTITUYE EL 6 DE NOVIEMBRE DE CADA AÑO COMO EL ""DIA NACIONAL DE LA REMEMORACIÓN DEL PRIMER IZAMIENTO DE LA BANDERA ARGENTINA EN LAS ISLAS MALVINAS""."	11/04/2024	28/2024	AVILA, BEATRIZ LUISA	DE EDUCACIÓN Y CULTURA				
550	2024	PL	S	AVILA: PROYECTO DE LEY QUE GARANTIZA LA INCLUSIÓN EN EL (PMO), DE LA COBERTURA DEL TRATAMIENTO INTEGRAL DE LA PSORIASIS Y ARTRITIS PSORIÁSICA, EN CARÁCTER DE ENFERMEDAD CRONICA.	11/04/2024	27/2024	AVILA, BEATRIZ LUISA	DE SALUD	DE TRABAJO Y PREVISIÓN SOCIAL			
549	2024	PL	S	DOÑATE Y GARCIA LARRABURU: PROYECTO DE LEY QUE TRANSFIERE A TÍTULO GRATUITO A LA COOPERATIVA DE TRABAJO ARTISTICA LA HORMIGA CIRCULAR LTDA, UNA FRACCIÓN DEL INMUEBLE PROPIEDAD DEL ESTADO NACIONAL, UBICADO EN LA AVENIDA 9 DE JULIO N°123 DE LA CIUDAD DE VILLA REGINA, DPTO. GRAL ROCA, PROV. DE RIO	10/04/2024	27/2024		DE ASUNTOS ADMINISTRATIVOS Y MUNICIPALES				
544	2024	PL	S	CREXELL: REPRODUCE PROYECTO DE LEY QUE MODIFICA EL ART. 1711 DEL CÓDIGO CIVIL Y COMERCIAL DE LA NACIÓN, EN RELACIÓN A LA VÍA PROCESAL DEL PLANTEO DE LA ACCIÓN PREVENTIVA DEL MENCIONADO ART. (REF. S-49/22).	10/04/2024	27/2024		DE LEGISLACIÓN GENERAL				
542	2024	PL	S	CREXELL: REPRODUCE PROYECTO DE LEY QUE MODIFICA SU SIMILAR 24.522 -CONCURSOS Y QUIEBRAS- RESPECTO AL RÉGIMEN DE PRIVILEGIOS PARTICULARMENTE APLICABLES A LA DISTRIBUCIÓN DEL PRODUCIDO DE LA LIQUIDACIÓN DE LAS QUIEBRAS (REF. S-56/22).	10/04/2024	27/2024		DE LEGISLACIÓN GENERAL				
541	2024	PL	S	CREXELL: REPRODUCE PROYECTO DE LEY QUE MODIFICA EL ART. 39 DEL DCTO. -LEY DE PRENDA CON REGISTRO 15.348/49, RESPECTO DE INCLUIR ENTRE LOS SUJETOS AUTORIZADOS PARA EL SECUESTRO PRENDARIO, A LAS SOCIEDADES DE GARANTÍA RECIPROCA (REF. S-57/22).	10/04/2024	27/2024		DE LEGISLACIÓN GENERAL				
540	2024	PL	S	CREXELL: REPRODUCE PROYECTO DE LEY QUE MODIFICA SU SIMILAR 24.522 -CONCURSOS Y QUIEBRAS-, EN LO RELATIVO AL INSTITUTO DEL ACUERDO PREVENTIVO EXTRAJUDICIAL (REF. S. 59/22).	10/04/2024	27/2024		DE LEGISLACIÓN GENERAL				
538	2024	PL	S	"CREXELL: REPRODUCE EL PROYECTO DE LEY QUE MODIFICA SU SIMILAR 24.522 -CONCURSOS Y QUIEBRAS- RESPECTO DE LA SITUACION DE LOS DENOMINADOS ""ACREEDORES INVOLUNTARIOS O EXTRACONTRACTUALES"" (REF. S. 62/22)."	10/04/2024	27/2024		DE LEGISLACIÓN GENERAL				
537	2024	PL	S	CREXELL: REPRODUCE EL PROYECTO DE LEY QUE MODIFICA EL ART. 147 DE SU SIMILAR 11.683 Y S/M - PROCEDIMIENTO TRIBUTARIO-, RESPECTO DE ESTABLECER COMO REQUISITO PARA DESIGNACION DE VOCALES DEL TRIBUNAL FISCAL DE LA NACION, EL ACUERDO DEL SENADO. (REF. S. 67/22).	10/04/2024	27/2024		DE ASUNTOS CONSTITUCIONALES	DE PRESUPUESTO Y HACIENDA			
535	2024	PL	S	"CREXELL: REPRODUCE PROYECTO DE LEY QUE RESTRINGE EN EL TRAMO DENOMINADO ""CAMINO DE LOS SIETE LAGOS"" DE LA RUTA NACIONAL 40, LA CIRCULACIÓN DE VEHÍCULOS DE GRAN PORTE. (REF. S- 70/22)."	10/04/2024	27/2024		DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
534	2024	PL	S	CREXELL: REPRODUCE PROYECTO DE LEY QUE MODIFICA SU SIMILAR 19.550 -SOCIEDADES COMERCIALES-, RESPECTO DE LA POSIBILIDAD DE REALIZAR REUNIONES SOCIETARIAS NO PRESENCIALES Y LA UTILIZACION DE REGISTROS DIGITALES (REF. S-71/22).	10/04/2024	27/2024		DE LEGISLACIÓN GENERAL				
533	2024	PL	S	"CREXELL: REPRODUCE PROYECTO DE LEY QUE MODIFICA DIVERSOS ARTICULOS EN EL TÍTULO IX DE SU SIMILAR N° 21.499 Y S/M. - EXPROPIACIONES-, RESPECTO DE LA FIGURA DE LA ""OCUPACIÓN TEMPORARIA"". (REF. S-72/22)."	10/04/2024	27/2024		DE ASUNTOS CONSTITUCIONALES				
532	2024	PL	S	CREXELL: REPRODUCE PROYECTO DE LEY QUE MODIFICA EL CÓDIGO CIVIL Y COMERCIAL DE LA NACIÓN, SOBRE EL EJERCICIO DE LAS CONVENCIONES MATRIMONIALES. (REF. S-73/22).	10/04/2024	27/2024		DE LEGISLACIÓN GENERAL				
530	2024	PL	S	CREXELL: REPRODUCE PROYECTO DE LEY QUE INCORPORA EL ART. 61 BIS DEL CAPITULO III, DEL TITULO III DEL CODIGO ELECTORAL NACIONAL, RESPECTO DE APLICAR REGLAS, CUANDO QUEDE VACANTE EL LUGAR DE ALGUN CANDIDATO/A, OFICIALIZADO, ANTES DE LAS ELECCIONES GENERALES (REF. S. 81/22).	10/04/2024	27/2024		DE ASUNTOS CONSTITUCIONALES				
529	2024	PL	S	CREXELL: REPRODUCE PROYECTO DE LEY QUE DECLARA DE INTERÉS NACIONAL EL ABORDAJE INTEGRAL E INTERDISCIPLINARIO DE LAS PERSONAS QUE PRESENTAN ENFERMEDAD INTESTINAL INFLAMATORIA (EII) (REF. S-501/22).	10/04/2024	26/2024		DE SALUD	DE TRABAJO Y PREVISIÓN SOCIAL	DE PRESUPUESTO Y HACIENDA		
528	2024	PL	S	CREXELL: REPRODUCE PROYECTO DE LEY QUE SUSTITUYE EL ART. 21 DEL DECRETO LEY 6673/63 (PATENTES Y MARCAS - MODELO O DISEÑO INDUSTRIAL), RESPECTO DE INCORPORAR TRES TIPOS PENAS POR DEFRAUDACIÓN Y FALSIFICACIÓN (REF. S. 3207/22)	10/04/2024	26/2024		DE LEGISLACIÓN GENERAL				
527	2024	PL	S	CREXELL: REPRODUCE PROYECTO DE LEY QUE MODIFICA SU SIMILAR 24.481 T.O. DCTO. 260/96 -PATENTES DE INVENCIÓN-, RESPECTO DE AMPLIAR LAS CAUSALES DE NO AFECTACIÓN DE LA NOVEDAD DE LAS INVENCIONES POR CAUSAS NO IMPUTABLES AL INVENTOR (REF. S. 3208/22).	10/04/2024	26/2024		DE LEGISLACIÓN GENERAL				
526	2024	PC	S	RODAS Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORMES SOBRE LAS MEDIDAS SANITARIAS QUE SE ESTÁN TOMANDO PARA ATENDER LA EPIDEMIA DE DENGUE.	10/04/2024	26/2024	MOISES, MARÍA CAROLINA	DE SALUD				
525	2024	PD	S	"VALENZUELA: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERÉS EL LIBRO ""LA INFANTERÍA DE MARINA EN COMBATE. HABLAN LOS PROTAGONISTAS"", DE CARLOS R. SCHWEIZER."	10/04/2024	26/2024	VALENZUELA, MERCEDES GABRIELA	DE EDUCACIÓN Y CULTURA				
523	2024	PC	S	FAMA Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE LAS MEDIDAS DE PREVENCIÓN PRIMARIA Y SECUNDARIA, RESPECTO A LA SITUACIÓN EPIDEMIOLÓGICA DE DENGUE, ESPECIALMENTE EN LA PROV. DE CATAMARCA Y OTRAS CUESTIONES CONEXAS.	10/04/2024	26/2024	FAMA, FLAVIO SERGIO	DE SALUD				
521	2024	PD	S	SAPAG: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERES EL XV CONGRESO ARGENTINO DE GRADUADOS EN NUTRICION Y XIX CONGRESO DE LA CONFEDERACION LATINOAMERICANA Y DEL CARIBE DE NUTRICIONISTAS Y DIETISTAS, A REALIZARSE EN LA UNIV. NAC. DE CORDOBA, DEL 9 AL 11 DE MAYO DE 2024.	10/04/2024	26/2024		DE SALUD				
518	2024	PD	S	REJAL: PROYECTO DE DECLARACION QUE RESPALDA LA CARTA ENVIADA POR CIENTIFICOS GANADORES DEL PREMIO NOBEL, AL PRESIDENTE DE LA NACION JAVIER MILEI, ANTE LA PERDIDA DE CIENTIFICOS DE ARGENTINA, POR LA REDUCION DE LOS PRESUPUESTOS DEL CONICET.	10/04/2024	26/2024	REJAL, JESÚS FERNANDO	DE CIENCIA Y TECNOLOGÍA				
517	2024	PD	S	ABDALA: PROYECTO DE DECLARACION QUE EXPRESA PREOCUPACIÓN Y REPUDIA LA QUEMA DE UN MUÑECO REPRESENTATIVO DEL PRESIDENTE DE LA NACIÓN, LIC. JAVIER MILEI, EN EL MARCO DEL DIA DE LA MEMORIA, LA VERDAD Y LA JUSTICIA, EN LA CDAD. DE LA PLATA.	09/04/2024	26/2024	ABDALA, BARTOLOMÉ ESTEBAN	DE ASUNTOS CONSTITUCIONALES				
514	2024	PD	S	DURE: PROYECTO DE DECLARACION QUE REPUDIA LOS DICHOS DEL DIPUTADO NACIONAL ALBERTO BENEGAS LYNCH, SUGIRIENDO INCUMPLIR LA LEY 26.206 DE EDUCACIÓN NACIONAL Y OTRAS CUESTIONES CONEXAS.	09/04/2024	26/2024		DE ASUNTOS CONSTITUCIONALES				
512	2024	PC	S	DURE: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSAS CUESTIONES RELACIONADAS A LOS PROGRAMAS A EJECUTAR POR LA SECRETARIA DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL, QUE OTORGAN TRANSFERENCIAS A LA PROV. DE TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR.	09/04/2024	26/2024		DE POBLACIÓN Y DESARROLLO  HUMANO				
511	2024	PD	S	"VALENZUELA: PROYECTO DE DECLARACION QUE DECLARA DE INTERES LA BIBLIOTECA DIGITAL ""DR. HORACIO JULIO RODRIGUEZ"", INICIATIVA DE LA DIRECCION DE CULTURA Y TURISMO DE CURUZU CUATIA, PROV. DE CORRIENTES."	09/04/2024	26/2024	VALENZUELA, MERCEDES GABRIELA	DE EDUCACIÓN Y CULTURA				
510	2024	PD	S	"VALENZUELA: PROYECTO DE DECLARACION QUE DECLARA DE INTERES LA OBRA TEATRAL ""LO QUE EL RIO HACE"", ESCRITA, ACTUADA Y DIRIGIDA POR LAS HERMANAS MARIA Y PAULA MARULL."	09/04/2024	26/2024	VALENZUELA, MERCEDES GABRIELA	DE EDUCACIÓN Y CULTURA				
502	2024	PC	S	DURE: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSAS CUESTIONES RELACIONADAS A LOS PROGRAMAS A EJECUTAR POR LA DIRECCION NACIONAL DE VIALIDAD, QUE OTORGAN TRANSFERENCIAS A LA PROV. DE TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR.	08/04/2024	25/2024		DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
501	2024	PC	S	DURE: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSAS CUESTIONES RELACIONADAS A LOS PROGRAMAS A EJECUTAR POR LA SECRETARIA DE EDUCACION, QUE OTORGAN TRANSFERENCIAS A LA PROV. DE TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR.	08/04/2024	25/2024		DE EDUCACIÓN Y CULTURA				
500	2024	PC	S	DURE: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSAS CUESTIONES RELACIONADAS A LOS PROGRAMAS A EJECUTAR POR EL MINISTERIO DE SALUD, QUE OTORGAN TRANSFERENCIAS A LA PROV. DE TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR.	08/04/2024	25/2024		DE SALUD				
498	2024	PC	S	DURE: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSAS CUESTIONES RELACIONADAS A LOS PROGRAMAS A EJECUTAR POR LA SEC. DE OBRAS PUBLICAS, QUE OTORGAN TRANSFERENCIAS A LA PROV. DE TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR.	08/04/2024	25/2024		DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
496	2024	PD	S	"PILATTI VERGARA: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERES EL CENTENARIO DE LA ""MASACRE DE NAPALPI"", EN LA PROVINCIA DEL CHACO, EL 19 DE JULIO DE 2024."	08/04/2024	25/2024		DE EDUCACIÓN Y CULTURA				
492	2024	PD	S	PILATTI VERGARA Y OTROS: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO Y RECONOCIMIENTO A LA UNIVERSIDAD NACIONAL DEL CHACO AUSTRAL -UNCAUS-, QUE FRENTE AL BROTE EPIDÉMICO DE DENGUE TRABAJA PARA ASEGURAR LA PRODUCCIÓN MÁXIMA DE REPELENTES DE ALTA CALIDAD Y BAJO COSTO.	05/04/2024	25/2024	REJAL, JESÚS FERNANDO	DE EDUCACIÓN Y CULTURA				
489	2024	PL	S	"HUALA Y KRONEBERGER: PROYECTO DE LEY QUE DECLARA FIESTA NACIONAL A LA ""FIESTA DEL TERNERO, LA YERRA Y EL PIAL"", QUE SE REALIZARA ANUALMENTE EN LA LOC. DE GRAL. ACHA, PROV. DE LA PAMPA."	05/04/2024	25/2024	HUALA, MARÍA VICTORIA - KRONEBERGER, DANIEL RICARDO	DE EDUCACIÓN Y CULTURA	DE EDUCACIÓN Y CULTURA			
482	2024	PD	S	ZIMMERMANN: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO POR EL DÍA DE LA CARDIOLOGÍA ARGENTINA, EL 9 DE ABRIL DE 2024.	04/04/2024	24/2024		DE SALUD				
478	2024	PL	S	"ZIMMERMANN: PROYECTO DE LEY QUE DESIGNA CON EL NOMBRE DE ""DR. RAUL RICARDO ALFONSIN"" AL AEROPUERTO INTERNACIONAL UBICADO EN LA LOCALIDAD DE EZEIZA, PROV. DE BUENOS AIRES."	04/04/2024	24/2024		DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
473	2024	PD	S	VALENZUELA: PROYECTO DE DECLARACION QUE DECLARA DE INTERES EL 30° ANIVERSARIO DEL CENTRO UNICO COORDINADOR DE ABLACION E IMPLANTE (CUCAICOR), DE LA PROV. DE CORRIENTES, EL 12 DE ABRIL DE 2024.	04/04/2024	24/2024	VALENZUELA, MERCEDES GABRIELA	DE SALUD				
470	2024	PD	S	GIMENEZ: PROYECTO DE DECLARACIÓN QUE EXPRESA PREOCUPACIÓN FRENTE AL AUMENTO DE LA INDIGENCIA EN LA INFANCIA, SEGÚN EL INFORME DE UNICEF PRESENTADO EN MARZO DE 2024.	04/04/2024	24/2024		DE POBLACIÓN Y DESARROLLO  HUMANO				
469	2024	PD	S	"GIMÉNEZ: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO POR LA PUBLICACIÓN ""MILITANCIAS INDÍGENAS EN ARGENTINA: UNA MIRADA DESDE LA PRENSA GRÁFICA 1970-1976"", DE LAS INVESTIGADORAS INÉS APREA Y SABRINA ROSAS."	04/04/2024	24/2024		DE EDUCACIÓN Y CULTURA				
465	2024	PL	S	LOUSTEAU: PROYECTO DE LEY QUE MODIFICA LA FÓRMULA DE CÁLCULO DE LAS REMUNERACIONES.	03/04/2024	23/2024		DE TRABAJO Y PREVISIÓN SOCIAL	DE PRESUPUESTO Y HACIENDA			
464	2024	PC	S	"RODAS Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSOS PUNTOS RELACIONADOS A LOS PROYECTOS ""CAREM- 25"" Y ""REACTOR NUCLEAR ARGENTINO MULTIPROPÓSITO RA- 10"", DE LA COMISIÓN NACIONAL DE ENERGÍA ATÓMICA."	03/04/2024	23/2024	GONZÁLEZ, MARÍA TERESA MARGARITA	DE CIENCIA Y TECNOLOGÍA				
463	2024	PC	S	VISCHI: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE EL COSTO DE LA VACUNA ANTIAFTOSA Y OTRAS CUESTIONES CONEXAS.	03/04/2024	23/2024	VISCHI, EDUARDO ALEJANDRO	DE AGRICULTURA, GANADERÍA Y PESCA				
461	2024	PC	S	HUALA: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE EL PROGRAMA NACIONAL DE ENFERMEDADES POCO FRECUENTES (EPOF O EPF), CREADO EN CUMPLIMIENTO DE LA LEY 26.689 Y EL DCTO. 794/2015.	27/03/2024	23/2024	HUALA, MARÍA VICTORIA	DE SALUD				
455	2024	PD	S	"VALENZUELA: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERÉS EL LIBRO ""Y… UN DÍA VOLVIERON HOMBRES"", DEL PERIODISTA CARLOS PINO"	27/03/2024	23/2024	VALENZUELA, MERCEDES GABRIELA	DE EDUCACIÓN Y CULTURA				
450	2024	PL	S	"AVILA: PROYECTO DE LEY QUE DECLARA LUGAR HISTÓRICO A ""LA ENCRUCIJADA"", EN LA PROV. DE TUCUMÁN"	27/03/2024	23/2024	AVILA, BEATRIZ LUISA	DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
